model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Italian	number_noun		first	94.25	93.1
mBERT	Italian	number_noun		last	96.2	97.1
mBERT	Italian	number_noun	mBERT-char	first	78.7	75.55
mBERT	Italian	number_noun	mBERT-char	last	96.15	92.65
mBERT	Italian	number_noun	mBERT-rand-char	first	56.1	45.75
mBERT	Italian	number_noun	mBERT-rand-char	last	88.5	84.9
mBERT	Italian	number_noun	mBERT-rand-subw	first	52.0	41.5
mBERT	Italian	number_noun	mBERT-rand-subw	last	81.6	77.75
mBERT	Italian	number_verb		first	88.7	92.95
mBERT	Italian	number_verb		last	94.7	98.65
mBERT	Italian	number_verb	mBERT-char	first	74.25	75.75
mBERT	Italian	number_verb	mBERT-char	last	92.9	96.25
mBERT	Italian	number_verb	mBERT-rand-char	first	57.5	54.8
mBERT	Italian	number_verb	mBERT-rand-char	last	72.1	82.6
mBERT	Italian	number_verb	mBERT-rand-subw	first	55.3	54.3
mBERT	Italian	number_verb	mBERT-rand-subw	last	85.9	85.7
mBERT	Italian	person_verb		first	72.05	77.1
mBERT	Italian	person_verb		last	92.25	92.2
mBERT	Italian	person_verb	mBERT-char	first	62.2	60.85
mBERT	Italian	person_verb	mBERT-char	last	90.2	92.25
mBERT	Italian	person_verb	mBERT-rand-char	first	41.0	50.15
mBERT	Italian	person_verb	mBERT-rand-char	last	68.5	57.7
mBERT	Italian	person_verb	mBERT-rand-subw	first	39.25	46.55
mBERT	Italian	person_verb	mBERT-rand-subw	last	78.05	76.05
mBERT	Italian	tense_verb		first	74.4	73.45
mBERT	Italian	tense_verb		last	95.65	89.35
mBERT	Italian	tense_verb	mBERT-char	first	59.3	50.8
mBERT	Italian	tense_verb	mBERT-char	last	87.65	77.15
mBERT	Italian	tense_verb	mBERT-rand-char	first	34.0	29.35
mBERT	Italian	tense_verb	mBERT-rand-char	last	44.5	33.7
mBERT	Italian	tense_verb	mBERT-rand-subw	first	29.85	34.25
mBERT	Italian	tense_verb	mBERT-rand-subw	last	69.0	65.5
mBERT	Italian	verbform_verb		first	92.9	90.15
mBERT	Italian	verbform_verb		last	96.7	98.15
mBERT	Italian	verbform_verb	mBERT-char	first	71.55	66.8
mBERT	Italian	verbform_verb	mBERT-char	last	94.25	95.75
mBERT	Italian	verbform_verb	mBERT-rand-char	first	32.7	31.0
mBERT	Italian	verbform_verb	mBERT-rand-char	last	61.1	58.7
mBERT	Italian	verbform_verb	mBERT-rand-subw	first	31.85	27.05
mBERT	Italian	verbform_verb	mBERT-rand-subw	last	78.05	79.8
mBERT	Latin	aspect_verb		first	85.5	81.35
mBERT	Latin	aspect_verb		last	98.35	97.7
mBERT	Latin	aspect_verb	mBERT-char	first	71.7	68.55
mBERT	Latin	aspect_verb	mBERT-char	last	98.15	97.45
mBERT	Latin	aspect_verb	mBERT-rand-char	first	64.05	53.5
mBERT	Latin	aspect_verb	mBERT-rand-char	last	83.2	79.45
mBERT	Latin	aspect_verb	mBERT-rand-subw	first	58.3	53.95
mBERT	Latin	aspect_verb	mBERT-rand-subw	last	94.6	90.2
mBERT	Latin	case_verb		first	48.85572139303482	54.45544554455446
mBERT	Latin	case_verb		last	84.42786069651743	79.75247524752476
mBERT	Latin	case_verb	mBERT-char	first	37.014925373134325	35.54455445544555
mBERT	Latin	case_verb	mBERT-char	last	80.24875621890547	68.31683168316832
mBERT	Latin	case_verb	mBERT-rand-char	first	25.4228855721393	26.881188118811878
mBERT	Latin	case_verb	mBERT-rand-char	last	59.45273631840795	44.702970297029694
mBERT	Latin	case_verb	mBERT-rand-subw	first	28.05970149253731	27.87128712871286
mBERT	Latin	case_verb	mBERT-rand-subw	last	65.17412935323384	59.801980198019805
mBERT	Latin	gender_adj		first	60.845771144278615	46.06965174129353
mBERT	Latin	gender_adj		last	77.3134328358209	74.87562189054725
mBERT	Latin	gender_adj	mBERT-char	first	47.16417910447761	43.48258706467662
mBERT	Latin	gender_adj	mBERT-char	last	72.18905472636817	64.72636815920399
mBERT	Latin	gender_adj	mBERT-rand-char	first	39.45273631840796	37.86069651741293
mBERT	Latin	gender_adj	mBERT-rand-char	last	49.253731343283576	49.90049751243781
mBERT	Latin	gender_adj	mBERT-rand-subw	first	42.08955223880597	34.72636815920397
mBERT	Latin	gender_adj	mBERT-rand-subw	last	59.850746268656714	51.14427860696518
mBERT	Latin	gender_noun		first	70.44776119402984	59.20398009950249
mBERT	Latin	gender_noun		last	76.81592039800995	73.7810945273632
mBERT	Latin	gender_noun	mBERT-char	first	51.99004975124378	47.01492537313433
mBERT	Latin	gender_noun	mBERT-char	last	70.34825870646765	69.1542288557214
mBERT	Latin	gender_noun	mBERT-rand-char	first	37.06467661691542	44.12935323383084
mBERT	Latin	gender_noun	mBERT-rand-char	last	53.13432835820895	51.940298507462686
mBERT	Latin	gender_noun	mBERT-rand-subw	first	43.333333333333336	35.32338308457712
mBERT	Latin	gender_noun	mBERT-rand-subw	last	61.492537313432834	48.35820895522388
mBERT	Latin	gender_verb		first	64.87562189054727	52.238805970149244
mBERT	Latin	gender_verb		last	80.74626865671641	73.38308457711443
mBERT	Latin	gender_verb	mBERT-char	first	53.08457711442786	41.39303482587064
mBERT	Latin	gender_verb	mBERT-char	last	74.62686567164178	72.83582089552237
mBERT	Latin	gender_verb	mBERT-rand-char	first	37.76119402985075	37.96019900497512
mBERT	Latin	gender_verb	mBERT-rand-char	last	55.97014925373136	58.65671641791046
mBERT	Latin	gender_verb	mBERT-rand-subw	first	49.0547263681592	33.43283582089552
mBERT	Latin	gender_verb	mBERT-rand-subw	last	69.10447761194031	60.348258706467654
mBERT	Latin	mood_verb		first	71.84079601990048	67.25
mBERT	Latin	mood_verb		last	86.86567164179102	80.15
mBERT	Latin	mood_verb	mBERT-char	first	60.64676616915424	56.9
mBERT	Latin	mood_verb	mBERT-char	last	82.38805970149254	82.05
mBERT	Latin	mood_verb	mBERT-rand-char	first	47.014925373134325	45.4
mBERT	Latin	mood_verb	mBERT-rand-char	last	67.76119402985074	65.25
mBERT	Latin	mood_verb	mBERT-rand-subw	first	49.65174129353234	47.25
mBERT	Latin	mood_verb	mBERT-rand-subw	last	71.34328358208955	63.75
mBERT	Latin	number_adj		first	75.7	74.5
mBERT	Latin	number_adj		last	91.4	86.85
mBERT	Latin	number_adj	mBERT-char	first	56.8	58.05
mBERT	Latin	number_adj	mBERT-char	last	78.2	79.7
mBERT	Latin	number_adj	mBERT-rand-char	first	52.7	53.5
mBERT	Latin	number_adj	mBERT-rand-char	last	65.3	66.6
mBERT	Latin	number_adj	mBERT-rand-subw	first	53.2	57.3
mBERT	Latin	number_adj	mBERT-rand-subw	last	75.05	73.4
mBERT	Latin	number_noun		first	83.4	74.15
mBERT	Latin	number_noun		last	94.15	84.55
mBERT	Latin	number_noun	mBERT-char	first	61.25	57.05
mBERT	Latin	number_noun	mBERT-char	last	85.25	75.6
mBERT	Latin	number_noun	mBERT-rand-char	first	58.65	52.1
mBERT	Latin	number_noun	mBERT-rand-char	last	68.9	66.25
mBERT	Latin	number_noun	mBERT-rand-subw	first	61.05	54.0
mBERT	Latin	number_noun	mBERT-rand-subw	last	75.1	65.1
mBERT	Latin	number_verb		first	77.05	71.35
mBERT	Latin	number_verb		last	94.0	89.55
mBERT	Latin	number_verb	mBERT-char	first	61.5	56.8
mBERT	Latin	number_verb	mBERT-char	last	86.9	82.4
mBERT	Latin	number_verb	mBERT-rand-char	first	50.0	49.45
mBERT	Latin	number_verb	mBERT-rand-char	last	61.45	60.05
mBERT	Latin	number_verb	mBERT-rand-subw	first	55.2	58.35
mBERT	Latin	number_verb	mBERT-rand-subw	last	81.9	75.6
mBERT	Latin	person_verb		first	77.2139303482587	75.47263681592041
mBERT	Latin	person_verb		last	100.0	94.77611940298507
mBERT	Latin	person_verb	mBERT-char	first	62.835820895522396	55.124378109452735
mBERT	Latin	person_verb	mBERT-char	last	98.95522388059703	94.82587064676619
mBERT	Latin	person_verb	mBERT-rand-char	first	44.27860696517413	42.238805970149244
mBERT	Latin	person_verb	mBERT-rand-char	last	79.10447761194031	74.6268656716418
mBERT	Latin	person_verb	mBERT-rand-subw	first	41.940298507462686	40.049751243781095
mBERT	Latin	person_verb	mBERT-rand-subw	last	89.30348258706468	85.17412935323382
mBERT	Latin	tense_verb		first	62.92079207920792	45.97014925373134
mBERT	Latin	tense_verb		last	81.98019801980197	67.81094527363184
mBERT	Latin	tense_verb	mBERT-char	first	50.049504950495056	31.54228855721392
mBERT	Latin	tense_verb	mBERT-char	last	73.8118811881188	58.90547263681593
mBERT	Latin	tense_verb	mBERT-rand-char	first	28.168316831683164	22.03980099502487
mBERT	Latin	tense_verb	mBERT-rand-char	last	42.62376237623762	34.975124378109456
mBERT	Latin	tense_verb	mBERT-rand-subw	first	35.14851485148514	27.76119402985075
mBERT	Latin	tense_verb	mBERT-rand-subw	last	60.445544554455445	48.90547263681592
mBERT	Latin	verbform_verb		first	64.5771144278607	66.96517412935323
mBERT	Latin	verbform_verb		last	92.33830845771145	86.76616915422886
mBERT	Latin	verbform_verb	mBERT-char	first	47.06467661691542	45.472636815920396
mBERT	Latin	verbform_verb	mBERT-char	last	91.34328358208957	84.37810945273631
mBERT	Latin	verbform_verb	mBERT-rand-char	first	28.159203980099498	24.079601990049746
mBERT	Latin	verbform_verb	mBERT-rand-char	last	68.1592039800995	60.74626865671642
mBERT	Latin	verbform_verb	mBERT-rand-subw	first	25.920398009950247	21.89054726368159
mBERT	Latin	verbform_verb	mBERT-rand-subw	last	74.87562189054727	74.57711442786069
mBERT	Latin	voice_verb		first	81.45	76.15
mBERT	Latin	voice_verb		last	94.7	89.95
mBERT	Latin	voice_verb	mBERT-char	first	60.85	59.95
mBERT	Latin	voice_verb	mBERT-char	last	94.1	91.85
mBERT	Latin	voice_verb	mBERT-rand-char	first	56.35	53.15
mBERT	Latin	voice_verb	mBERT-rand-char	last	85.4	77.05
mBERT	Latin	voice_verb	mBERT-rand-subw	first	57.3	50.15
mBERT	Latin	voice_verb	mBERT-rand-subw	last	83.8	81.45
mBERT	Latvian	case_adj		first	62.2	63.25
mBERT	Latvian	case_adj		last	89.75	92.65
mBERT	Latvian	case_adj	mBERT-char	first	50.05	47.35
mBERT	Latvian	case_adj	mBERT-char	last	83.15	84.9
mBERT	Latvian	case_adj	mBERT-rand-char	first	23.2	22.0
mBERT	Latvian	case_adj	mBERT-rand-char	last	62.6	62.75
mBERT	Latvian	case_adj	mBERT-rand-subw	first	26.3	18.6
mBERT	Latvian	case_adj	mBERT-rand-subw	last	69.85	66.5
mBERT	Latvian	case_noun		first	67.0	68.65
mBERT	Latvian	case_noun		last	96.7	92.15
mBERT	Latvian	case_noun	mBERT-char	first	55.35	56.6
mBERT	Latvian	case_noun	mBERT-char	last	90.0	88.75
mBERT	Latvian	case_noun	mBERT-rand-char	first	23.15	22.7
mBERT	Latvian	case_noun	mBERT-rand-char	last	54.9	60.95
mBERT	Latvian	case_noun	mBERT-rand-subw	first	21.55	21.25
mBERT	Latvian	case_noun	mBERT-rand-subw	last	67.55	72.05
mBERT	Latvian	case_propn		first	74.9	74.6
mBERT	Latvian	case_propn		last	94.5	95.65
mBERT	Latvian	case_propn	mBERT-char	first	67.8	69.9
mBERT	Latvian	case_propn	mBERT-char	last	92.2	90.95
mBERT	Latvian	case_propn	mBERT-rand-char	first	32.1	27.85
mBERT	Latvian	case_propn	mBERT-rand-char	last	66.2	66.15
mBERT	Latvian	case_propn	mBERT-rand-subw	first	26.65	24.35
mBERT	Latvian	case_propn	mBERT-rand-subw	last	67.0	69.2
mBERT	Latvian	definite_adj		first	75.1	76.0
mBERT	Latvian	definite_adj		last	95.8	93.85
mBERT	Latvian	definite_adj	mBERT-char	first	68.5	65.45
mBERT	Latvian	definite_adj	mBERT-char	last	95.4	90.0
mBERT	Latvian	definite_adj	mBERT-rand-char	first	57.85	57.2
mBERT	Latvian	definite_adj	mBERT-rand-char	last	77.1	71.3
mBERT	Latvian	definite_adj	mBERT-rand-subw	first	54.65	52.3
mBERT	Latvian	definite_adj	mBERT-rand-subw	last	87.85	84.0
mBERT	Latvian	definite_verb		first	91.35	87.35
mBERT	Latvian	definite_verb		last	97.5	94.85
mBERT	Latvian	definite_verb	mBERT-char	first	75.35	72.95
mBERT	Latvian	definite_verb	mBERT-char	last	95.75	93.9
mBERT	Latvian	definite_verb	mBERT-rand-char	first	57.65	58.7
mBERT	Latvian	definite_verb	mBERT-rand-char	last	79.05	80.55
mBERT	Latvian	definite_verb	mBERT-rand-subw	first	54.9	60.95
mBERT	Latvian	definite_verb	mBERT-rand-subw	last	91.75	87.65
mBERT	Latvian	gender_adj		first	75.05	75.3
mBERT	Latvian	gender_adj		last	89.65	86.35
mBERT	Latvian	gender_adj	mBERT-char	first	56.25	55.8
mBERT	Latvian	gender_adj	mBERT-char	last	87.8	83.2
mBERT	Latvian	gender_adj	mBERT-rand-char	first	54.85	53.6
mBERT	Latvian	gender_adj	mBERT-rand-char	last	60.7	60.35
mBERT	Latvian	gender_adj	mBERT-rand-subw	first	56.5	49.1
mBERT	Latvian	gender_adj	mBERT-rand-subw	last	73.05	68.35
mBERT	Latvian	gender_noun		first	80.55	75.55
mBERT	Latvian	gender_noun		last	91.3	86.8
mBERT	Latvian	gender_noun	mBERT-char	first	61.35	54.7
mBERT	Latvian	gender_noun	mBERT-char	last	84.55	83.5
mBERT	Latvian	gender_noun	mBERT-rand-char	first	54.9	52.0
mBERT	Latvian	gender_noun	mBERT-rand-char	last	59.85	56.5
mBERT	Latvian	gender_noun	mBERT-rand-subw	first	53.25	49.55
mBERT	Latvian	gender_noun	mBERT-rand-subw	last	74.35	70.7
mBERT	Latvian	gender_propn		first	86.9	77.65
mBERT	Latvian	gender_propn		last	94.85	89.75
mBERT	Latvian	gender_propn	mBERT-char	first	74.85	72.05
mBERT	Latvian	gender_propn	mBERT-char	last	87.6	87.35
mBERT	Latvian	gender_propn	mBERT-rand-char	first	56.85	53.85
mBERT	Latvian	gender_propn	mBERT-rand-char	last	65.65	65.9
mBERT	Latvian	gender_propn	mBERT-rand-subw	first	57.15	51.7
mBERT	Latvian	gender_propn	mBERT-rand-subw	last	70.85	72.3
mBERT	Latvian	gender_verb		first	76.05	81.55
mBERT	Latvian	gender_verb		last	93.9	95.3
mBERT	Latvian	gender_verb	mBERT-char	first	65.2	60.4
mBERT	Latvian	gender_verb	mBERT-char	last	90.4	91.8
mBERT	Latvian	gender_verb	mBERT-rand-char	first	56.05	50.7
mBERT	Latvian	gender_verb	mBERT-rand-char	last	62.0	60.9
mBERT	Latvian	gender_verb	mBERT-rand-subw	first	53.9	49.6
mBERT	Latvian	gender_verb	mBERT-rand-subw	last	88.9	83.3
mBERT	Latvian	number_adj		first	85.4	85.45
mBERT	Latvian	number_adj		last	94.65	93.8
mBERT	Latvian	number_adj	mBERT-char	first	63.7	62.3
mBERT	Latvian	number_adj	mBERT-char	last	91.8	91.1
mBERT	Latvian	number_adj	mBERT-rand-char	first	52.3	52.95
mBERT	Latvian	number_adj	mBERT-rand-char	last	73.9	76.1
mBERT	Latvian	number_adj	mBERT-rand-subw	first	54.0	53.65
mBERT	Latvian	number_adj	mBERT-rand-subw	last	81.55	82.2
mBERT	Latvian	number_verb		first	79.65	71.45
mBERT	Latvian	number_verb		last	93.2	92.35
mBERT	Latvian	number_verb	mBERT-char	first	64.55	61.35
mBERT	Latvian	number_verb	mBERT-char	last	90.6	87.4
mBERT	Latvian	number_verb	mBERT-rand-char	first	57.65	49.95
mBERT	Latvian	number_verb	mBERT-rand-char	last	76.0	70.1
mBERT	Latvian	number_verb	mBERT-rand-subw	first	53.7	52.0
mBERT	Latvian	number_verb	mBERT-rand-subw	last	85.05	78.65
mBERT	Latvian	person_verb		first	83.93034825870647	68.3084577114428
mBERT	Latvian	person_verb		last	95.62189054726369	86.56716417910448
mBERT	Latvian	person_verb	mBERT-char	first	76.96517412935324	69.75124378109453
mBERT	Latvian	person_verb	mBERT-char	last	93.38308457711443	83.93034825870646
mBERT	Latvian	person_verb	mBERT-rand-char	first	43.03482587064676	41.492537313432834
mBERT	Latvian	person_verb	mBERT-rand-char	last	83.58208955223878	72.8358208955224
mBERT	Latvian	person_verb	mBERT-rand-subw	first	41.990049751243774	41.59203980099502
mBERT	Latvian	person_verb	mBERT-rand-subw	last	86.21890547263682	75.72139303482588
mBERT	Latvian	polarity_verb		first	100.0	97.9
mBERT	Latvian	polarity_verb		last	92.55	87.9
mBERT	Latvian	polarity_verb	mBERT-char	first	100.0	99.5
mBERT	Latvian	polarity_verb	mBERT-char	last	73.7	76.85
mBERT	Latvian	polarity_verb	mBERT-rand-char	first	92.5	95.5
mBERT	Latvian	polarity_verb	mBERT-rand-char	last	52.45	54.3
mBERT	Latvian	polarity_verb	mBERT-rand-subw	first	97.75	97.05
mBERT	Latvian	polarity_verb	mBERT-rand-subw	last	56.0	54.55
mBERT	Latvian	tense_verb		first	69.45273631840796	64.5273631840796
mBERT	Latvian	tense_verb		last	89.65174129353234	85.12437810945275
mBERT	Latvian	tense_verb	mBERT-char	first	58.35820895522388	52.7363184079602
mBERT	Latvian	tense_verb	mBERT-char	last	85.92039800995026	75.52238805970148
mBERT	Latvian	tense_verb	mBERT-rand-char	first	40.199004975124375	36.3681592039801
mBERT	Latvian	tense_verb	mBERT-rand-char	last	55.42288557213931	50.34825870646766
mBERT	Latvian	tense_verb	mBERT-rand-subw	first	39.40298507462686	42.63681592039801
mBERT	Latvian	tense_verb	mBERT-rand-subw	last	75.92039800995023	67.3134328358209
mBERT	Latvian	verbform_verb		first	85.2	80.85
mBERT	Latvian	verbform_verb		last	93.15	90.8
mBERT	Latvian	verbform_verb	mBERT-char	first	60.3	58.45
mBERT	Latvian	verbform_verb	mBERT-char	last	86.25	82.3
mBERT	Latvian	verbform_verb	mBERT-rand-char	first	37.45	32.1
mBERT	Latvian	verbform_verb	mBERT-rand-char	last	59.6	53.9
mBERT	Latvian	verbform_verb	mBERT-rand-subw	first	36.85	30.0
mBERT	Latvian	verbform_verb	mBERT-rand-subw	last	71.3	72.9
mBERT	Latvian	voice_verb		first	90.9	91.25
mBERT	Latvian	voice_verb		last	98.3	97.4
mBERT	Latvian	voice_verb	mBERT-char	first	72.95	70.95
mBERT	Latvian	voice_verb	mBERT-char	last	93.4	95.05
mBERT	Latvian	voice_verb	mBERT-rand-char	first	66.0	59.45
mBERT	Latvian	voice_verb	mBERT-rand-char	last	66.5	59.25
mBERT	Latvian	voice_verb	mBERT-rand-subw	first	62.5	54.05
mBERT	Latvian	voice_verb	mBERT-rand-subw	last	86.6	83.8
mBERT	Lithuanian	case_noun		first	64.80392156862744	64.26470588235296
mBERT	Lithuanian	case_noun		last	93.48039215686275	94.0686274509804
mBERT	Lithuanian	case_noun	mBERT-char	first	45.88235294117647	43.23529411764706
mBERT	Lithuanian	case_noun	mBERT-char	last	88.08823529411765	85.34313725490196
mBERT	Lithuanian	case_noun	mBERT-rand-char	first	19.999999999999993	19.65686274509803
mBERT	Lithuanian	case_noun	mBERT-rand-char	last	65.88235294117646	58.72549019607843
mBERT	Lithuanian	case_noun	mBERT-rand-subw	first	22.843137254901954	17.54901960784313
mBERT	Lithuanian	case_noun	mBERT-rand-subw	last	73.48039215686273	63.72549019607843
mBERT	Lithuanian	gender_noun		first	80.35	80.15
mBERT	Lithuanian	gender_noun		last	91.25	87.15
mBERT	Lithuanian	gender_noun	mBERT-char	first	60.25	63.3
mBERT	Lithuanian	gender_noun	mBERT-char	last	81.1	80.05
mBERT	Lithuanian	gender_noun	mBERT-rand-char	first	56.95	51.05
mBERT	Lithuanian	gender_noun	mBERT-rand-char	last	71.0	69.05
mBERT	Lithuanian	gender_noun	mBERT-rand-subw	first	56.85	54.2
mBERT	Lithuanian	gender_noun	mBERT-rand-subw	last	72.3	63.9
mBERT	Lithuanian	number_noun		first	84.25	83.55
mBERT	Lithuanian	number_noun		last	96.25	94.0
mBERT	Lithuanian	number_noun	mBERT-char	first	73.4	70.45
mBERT	Lithuanian	number_noun	mBERT-char	last	92.0	89.0
mBERT	Lithuanian	number_noun	mBERT-rand-char	first	59.4	58.4
mBERT	Lithuanian	number_noun	mBERT-rand-char	last	78.05	78.9
mBERT	Lithuanian	number_noun	mBERT-rand-subw	first	55.3	49.45
mBERT	Lithuanian	number_noun	mBERT-rand-subw	last	82.25	81.05
mBERT	Lithuanian	number_verb		first	79.3	76.35
mBERT	Lithuanian	number_verb		last	89.3	88.55
mBERT	Lithuanian	number_verb	mBERT-char	first	59.2	56.55
mBERT	Lithuanian	number_verb	mBERT-char	last	77.8	75.0
mBERT	Lithuanian	number_verb	mBERT-rand-char	first	56.9	53.45
mBERT	Lithuanian	number_verb	mBERT-rand-char	last	68.6	72.0
mBERT	Lithuanian	number_verb	mBERT-rand-subw	first	57.2	47.3
mBERT	Lithuanian	number_verb	mBERT-rand-subw	last	68.9	71.7
mBERT	Norwegian_Bokmal	definite_adj		first	93.35	96.35
mBERT	Norwegian_Bokmal	definite_adj		last	99.5	97.9
mBERT	Norwegian_Bokmal	definite_adj	mBERT-char	first	84.4	85.0
mBERT	Norwegian_Bokmal	definite_adj	mBERT-char	last	95.75	96.7
mBERT	Norwegian_Bokmal	definite_adj	mBERT-rand-char	first	62.95	51.45
mBERT	Norwegian_Bokmal	definite_adj	mBERT-rand-char	last	95.5	96.5
mBERT	Norwegian_Bokmal	definite_adj	mBERT-rand-subw	first	61.2	57.95
mBERT	Norwegian_Bokmal	definite_adj	mBERT-rand-subw	last	89.3	88.3
mBERT	Norwegian_Bokmal	definite_noun		first	89.2	88.15
mBERT	Norwegian_Bokmal	definite_noun		last	99.05	100.0
mBERT	Norwegian_Bokmal	definite_noun	mBERT-char	first	71.9	76.4
mBERT	Norwegian_Bokmal	definite_noun	mBERT-char	last	96.65	98.45
mBERT	Norwegian_Bokmal	definite_noun	mBERT-rand-char	first	57.7	55.8
mBERT	Norwegian_Bokmal	definite_noun	mBERT-rand-char	last	81.05	80.3
mBERT	Norwegian_Bokmal	definite_noun	mBERT-rand-subw	first	59.55	55.8
mBERT	Norwegian_Bokmal	definite_noun	mBERT-rand-subw	last	84.05	85.3
mBERT	Norwegian_Bokmal	gender_noun		first	58.1094527363184	55.12437810945274
mBERT	Norwegian_Bokmal	gender_noun		last	81.7412935323383	79.95024875621891
mBERT	Norwegian_Bokmal	gender_noun	mBERT-char	first	43.53233830845771	45.97014925373135
mBERT	Norwegian_Bokmal	gender_noun	mBERT-char	last	67.01492537313432	66.51741293532339
mBERT	Norwegian_Bokmal	gender_noun	mBERT-rand-char	first	39.154228855721385	38.407960199004975
mBERT	Norwegian_Bokmal	gender_noun	mBERT-rand-char	last	58.507462686567166	59.90049751243781
mBERT	Norwegian_Bokmal	gender_noun	mBERT-rand-subw	first	42.33830845771144	36.81592039800994
mBERT	Norwegian_Bokmal	gender_noun	mBERT-rand-subw	last	60.39800995024875	57.761194029850756
mBERT	Norwegian_Bokmal	number_adj		first	90.35	86.5
mBERT	Norwegian_Bokmal	number_adj		last	96.45	95.4
mBERT	Norwegian_Bokmal	number_adj	mBERT-char	first	75.8	64.6
mBERT	Norwegian_Bokmal	number_adj	mBERT-char	last	89.25	87.9
mBERT	Norwegian_Bokmal	number_adj	mBERT-rand-char	first	53.3	53.35
mBERT	Norwegian_Bokmal	number_adj	mBERT-rand-char	last	86.95	84.95
mBERT	Norwegian_Bokmal	number_adj	mBERT-rand-subw	first	52.45	49.85
mBERT	Norwegian_Bokmal	number_adj	mBERT-rand-subw	last	79.15	75.45
mBERT	Norwegian_Bokmal	number_noun		first	88.65	91.75
mBERT	Norwegian_Bokmal	number_noun		last	97.65	96.0
mBERT	Norwegian_Bokmal	number_noun	mBERT-char	first	60.55	66.0
mBERT	Norwegian_Bokmal	number_noun	mBERT-char	last	93.5	92.15
mBERT	Norwegian_Bokmal	number_noun	mBERT-rand-char	first	53.7	51.15
mBERT	Norwegian_Bokmal	number_noun	mBERT-rand-char	last	89.3	85.2
mBERT	Norwegian_Bokmal	number_noun	mBERT-rand-subw	first	55.3	54.35
mBERT	Norwegian_Bokmal	number_noun	mBERT-rand-subw	last	85.05	82.2
mBERT	Norwegian_Bokmal	tense_verb		first	93.85	89.85
mBERT	Norwegian_Bokmal	tense_verb		last	99.5	98.7
mBERT	Norwegian_Bokmal	tense_verb	mBERT-char	first	85.75	80.7
mBERT	Norwegian_Bokmal	tense_verb	mBERT-char	last	99.0	99.0
mBERT	Norwegian_Bokmal	tense_verb	mBERT-rand-char	first	51.65	53.2
mBERT	Norwegian_Bokmal	tense_verb	mBERT-rand-char	last	99.0	99.0
mBERT	Norwegian_Bokmal	tense_verb	mBERT-rand-subw	first	49.25	48.85
mBERT	Norwegian_Bokmal	tense_verb	mBERT-rand-subw	last	93.2	90.7
mBERT	Norwegian_Bokmal	verbform_verb		first	94.12935323383086	94.97512437810946
mBERT	Norwegian_Bokmal	verbform_verb		last	98.95522388059702	99.00497512437812
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-char	first	78.45771144278606	78.85572139303483
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-char	last	91.89054726368158	88.40796019900498
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-rand-char	first	42.786069651741286	38.55721393034826
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-rand-char	last	89.1044776119403	85.07462686567166
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-rand-subw	first	47.363184079601986	37.41293532338308
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-rand-subw	last	81.14427860696517	76.51741293532339
mBERT	Norwegian_Nynorsk	definite_adj		first	96.1	94.6
mBERT	Norwegian_Nynorsk	definite_adj		last	98.55	98.1
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-char	first	84.6	83.6
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-char	last	97.45	95.85
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-rand-char	first	68.35	72.05
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-rand-char	last	95.0	95.0
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-rand-subw	first	68.3	67.5
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-rand-subw	last	83.9	88.95
mBERT	Norwegian_Nynorsk	definite_noun		first	88.45	87.2
mBERT	Norwegian_Nynorsk	definite_noun		last	99.45	98.85
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-char	first	68.0	64.95
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-char	last	98.0	99.0
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-rand-char	first	58.15	54.5
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-rand-char	last	86.65	84.75
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-rand-subw	first	56.4	52.1
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-rand-subw	last	80.35	85.35
mBERT	Norwegian_Nynorsk	gender_noun		first	63.08457711442785	51.442786069651746
mBERT	Norwegian_Nynorsk	gender_noun		last	85.62189054726369	85.37313432835819
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-char	first	41.09452736318407	37.31343283582089
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-char	last	78.955223880597	76.26865671641792
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-rand-char	first	34.527363184079604	36.4179104477612
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-rand-char	last	69.45273631840796	67.01492537313433
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-rand-subw	first	38.25870646766169	36.3681592039801
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-rand-subw	last	66.81592039800995	65.5721393034826
mBERT	Norwegian_Nynorsk	number_adj		first	89.7	88.45
